"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.foodName","Answer.web_url","Approve","Reject"
"3YCT0L9OMM9BI3P3LFCF6P51KVNSN9","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3Q5C1WP23M19LEIXUY6B5RDPCPH15O","AKFWAW2AJ5DOQ","Approved","Mon Mar 16 20:08:04 PDT 2015","Mon Mar 16 20:09:14 PDT 2015","Sat Mar 21 20:09:14 PDT 2015","Sat Mar 21 05:34:05 PDT 2015","","","70","100% (7/7)","100% (7/7)","100% (4/4)","Canap_","00000 |Melba Canape|Boulangerie Grissol"
"3PUV2Q8SV443F5HOLZCHKVJ7230BDA","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3P4MQ7TPPXCCNSHYX5QDEPQQ80LBBF","A341LHR7178BUY","Approved","Tue Mar 17 16:44:07 PDT 2015","Tue Mar 17 16:45:19 PDT 2015","Sun Mar 22 16:45:19 PDT 2015","Sat Mar 21 05:34:05 PDT 2015","","","72","100% (186/186)","100% (185/185)","100% (163/163)","Canarian wrinkly potatoes","00000|Potatoes|First watch"
"3MYASTQBG7BQJBJD4H97FKE6O31DQO","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3P59JYT76LKIV1BJEYONDQT8KZS2TA","A3KCT51PDCLUFD","Approved","Tue Mar 17 04:10:09 PDT 2015","Tue Mar 17 04:11:48 PDT 2015","Sun Mar 22 04:11:48 PDT 2015","Sat Mar 21 05:34:06 PDT 2015","","","99","100% (154/154)","100% (18/18)","100% (13/13)","Canary melon","00000|NF|NF"
"30Y6N4AHYPWQVCYDHWY7KAOBKP3DRP","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3YDGXNSEOZU90VYIFEWGF9UJQ2J483","A2ZEL4GCEZ1PF5","Approved","Tue Mar 17 16:25:05 PDT 2015","Tue Mar 17 16:27:26 PDT 2015","Sun Mar 22 16:27:26 PDT 2015","Sat Mar 21 05:34:06 PDT 2015","","","141","100% (790/790)","100% (790/790)","100% (681/681)","Candy","19075|Candy|Peeps"
"3Y3CZJSZ9KTVRZJK2QGOMY0J7855R9","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3UN61F00HWPXEJHESSLQBIV2GNGR5F","A3300UYCOCN5YI","Approved","Mon Mar 16 23:18:55 PDT 2015","Mon Mar 16 23:19:47 PDT 2015","Sat Mar 21 23:19:47 PDT 2015","Sat Mar 21 05:34:07 PDT 2015","","","52","100% (134/134)","100% (134/134)","100% (74/74)","Candy apple","00000|Candy, Apple|Now and Later"
"3PN6H8C9R4QYWVCWFLCLPKZ1KLEDAG","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","337RC3OW05239F1GTZ67T4G2NKWLVV","A38K3QQPV8CTPC","Approved","Tue Mar 17 01:40:40 PDT 2015","Tue Mar 17 01:41:40 PDT 2015","Sun Mar 22 01:41:40 PDT 2015","Sat Mar 21 05:34:07 PDT 2015","","","60","100% (188/188)","100% (188/188)","100% (174/174)","Chocolate bar","00000|Milk Chocolate Bar|Majestic Chocolate"
"31D0ZWOD0AZ4XBB239OQADFIQWA0AF","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:43:06 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:43:06 PDT 2015","","","3GU1KF0O4I1ERMI8GA8E99VFP8ZBP7","A3RYI5HXC2MJLN","Approved","Wed Mar 18 17:52:21 PDT 2015","Wed Mar 18 17:53:04 PDT 2015","Mon Mar 23 17:53:04 PDT 2015","Sat Mar 21 05:34:04 PDT 2015","","","43","100% (413/413)","100% (413/413)","100% (385/385)","Chicken salad","21054|Chicken Salad|Cowboy Chicken"
"382GHPVPHSRLCEUIDVWIZ8RP1YU34Y","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3COPXFW7XBCFKPM2MNL78CE5CVJKPX","A3RR85PK3AV9TU","Approved","Mon Mar 16 20:39:46 PDT 2015","Mon Mar 16 20:41:06 PDT 2015","Sat Mar 21 20:41:06 PDT 2015","Tue Mar 17 07:27:39 PDT 2015","","","80","100% (4/4)","100% (4/4)","100% (2/2)","Candy cigarette","00000|Candy Cigarette|Kings"
"30UZJB2POHC38XYIR0FS40X31UP353","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","34MAJL3QP4NNZYSC3X1KOSM8AD134E","A2ZEL4GCEZ1PF5","Approved","Mon Mar 16 20:45:24 PDT 2015","Mon Mar 16 20:47:07 PDT 2015","Sat Mar 21 20:47:07 PDT 2015","Tue Mar 17 07:23:59 PDT 2015","","","103","100% (790/790)","100% (790/790)","100% (681/681)","Canel_","00000|NF|NF"
"3GL25Y6843UDW2Q23O32SIXTUKJXMQ","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:43:06 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:43:06 PDT 2015","","","3XIQGXAUMC8WYJH9PK6FYKVM8HKX7Y","A19LZSAT4QURFJ","Approved","Wed Mar 18 18:16:01 PDT 2015","Wed Mar 18 18:16:30 PDT 2015","Mon Mar 23 18:16:30 PDT 2015","Sat Mar 21 05:34:05 PDT 2015","","","29","100% (817/817)","100% (817/817)","100% (817/817)","Seasoned salt","00000|Seasoned salt|Safeway"
"3EHIMLB7F7Z1PNOJ4JBXKE84MP88HH","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3Z4XG4ZF48R0YXMSZPYLCKRHJUXX8E","A2ZEL4GCEZ1PF5","Approved","Mon Mar 16 20:32:33 PDT 2015","Mon Mar 16 20:33:12 PDT 2015","Sat Mar 21 20:33:12 PDT 2015","Tue Mar 17 07:29:29 PDT 2015","","","39","100% (790/790)","100% (790/790)","100% (681/681)","Canjica","00000|NF|NF"
"3YLPJ8OXX8DXSC1WXK366OGT8TXX4U","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:43:06 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:43:06 PDT 2015","","","3ERMJ6L4DYSL47I5BD46N3FO1DEM7H","A2ZEL4GCEZ1PF5","Approved","Wed Mar 18 16:16:29 PDT 2015","Wed Mar 18 16:17:33 PDT 2015","Mon Mar 23 16:17:33 PDT 2015","Sat Mar 21 05:34:05 PDT 2015","","","64","100% (790/790)","100% (790/790)","100% (681/681)","Chicken sandwich","21244|Original Chicken Sandwich|Church's Chicken"
"3S8APUMBJXJ0DPVKC5778VMSEGFFBO","3SGAN4GQ95LTI0T8KN9GU83O865DXS","Find the Nutritional Information for foods","Given the food name, find the relevant nutritional database entries.","data collection, nutrition","$0.10","Mon Mar 16 19:38:54 PDT 2015","1","BatchId:1860931;","3600","432000","Mon Mar 23 19:38:54 PDT 2015","","","3DIP6YHAPCSRSXVB4K8TOV6A3OL8EF","A2C7UETA9SL9SK","Approved","Mon Mar 16 20:07:35 PDT 2015","Mon Mar 16 20:08:09 PDT 2015","Sat Mar 21 20:08:09 PDT 2015","Sat Mar 21 05:34:07 PDT 2015","","","34","100% (61/61)","100% (61/61)","100% (27/27)","Cannoli","00000|Cannoli|Buca Di Beppo"
